communication_round,dataset,measured_process_load_seconds,predicted_process_load_seconds,process_index,scientific_seed
42,shd,3.4337797709999998,3.4122163069491913,2,17
42,shd,2.763603712,2.731656043963924,3,17
43,shd,2.943936903,2.931540401272473,0,17
43,shd,3.8477477589999998,3.8527785893462845,1,17
43,shd,3.867019986,3.7575068536409093,2,17
43,shd,2.936762829,2.8956414347566826,3,17
44,shd,4.333360412,4.2375730779545355,0,17
44,shd,3.201859197,3.238135805105628,1,17
44,shd,3.2818215960000003,3.255154226754037,2,17
44,shd,4.2633554149999995,4.160395987388444,3,17
45,shd,4.049724054,4.036936521303001,0,17
45,shd,3.344981632,3.282938831924257,1,17
45,shd,3.3001416829999997,3.293964334505459,2,17
45,shd,3.988098542,4.026068916728265,3,17
46,shd,3.9285385479999997,3.8549073799293705,0,17
46,shd,3.280218337,3.2191510762714772,1,17
46,shd,4.054085618,3.9463680714458516,2,17
46,shd,3.028053888,3.0505335683815122,3,17
47,shd,2.864577804,2.902038124621857,0,17
47,shd,3.537797309,3.49617396518099,1,17
47,shd,2.683289982,2.7062948962219124,2,17
47,shd,3.610186701,3.5538694635771444,3,17
48,shd,3.060076594,2.9855474856264745,0,17
48,shd,3.015507133,2.9778215343030245,1,17
48,shd,3.8553249120000004,3.801758027673573,2,17
48,shd,3.924691366,3.8985850637954815,3,17
49,shd,3.293491463,3.221506671269938,0,17
49,shd,2.880453084,2.932239549595608,1,17
49,shd,3.648420725,3.65650209755512,2,17
49,shd,3.84127551,3.806472004601683,3,17
50,shd,4.010977367000001,3.9124056680211146,0,17
50,shd,3.327034304,3.266456431514599,1,17
50,shd,3.33382064,3.3166842806232895,2,17
50,shd,4.087466631,4.03092439341431,3,17
51,shd,2.911786409,2.936989667592221,0,17
51,shd,3.8236178450000002,3.7587646088100675,1,17
51,shd,3.835416388,3.7584391766341074,2,17
51,shd,3.026528065,3.015465793047195,3,17
52,shd,3.491585682,3.4922519487830685,0,17
52,shd,3.6074430899999994,3.5797304007188497,1,17
52,shd,2.8605540310000004,2.8387682721745513,2,17
52,shd,2.8126724530000002,2.8025075882345423,3,17
53,shd,2.9396425629999996,2.893233644164237,0,17
53,shd,3.607996386,3.600191594700199,1,17
53,shd,3.533006961,3.578127303559759,2,17
53,shd,3.003672371,2.9417180471049935,3,17
54,shd,2.942652251,2.932479478126724,0,17
54,shd,2.978943346,2.9806396839058777,1,17
54,shd,3.374739788,3.353580419240491,2,17
54,shd,3.609235271,3.5233463691365046,3,17
55,shd,3.403513425,3.3478764010401525,0,17
55,shd,3.2993425299999997,3.3035451622430836,1,17
55,shd,4.151095745,4.178662790133363,2,17
55,shd,4.511159162,4.481454293964317,3,17
56,shd,3.7002822140000005,3.6748914586672266,0,17
56,shd,2.8745780520000004,2.904420024770239,1,17
56,shd,2.761946321,2.771967740288037,2,17
56,shd,3.6595465249999997,3.6210720251491013,3,17
57,shd,3.988211911,3.942205680695613,0,17
57,shd,3.841673907,3.855651771639251,1,17
57,shd,3.2984884790000004,3.3221645755727423,2,17
57,shd,3.241285393,3.2040727473828605,3,17
58,shd,3.024227492,3.033381127132218,0,17
58,shd,3.209150172,3.255571300064113,1,17
58,shd,3.911173733,3.938007232012807,2,17
58,shd,3.925110366,3.867206966776086,3,17
59,shd,2.973635932,2.9194362147051747,0,17
59,shd,3.0409775029999997,3.008333672139311,1,17
59,shd,3.9115615950000002,3.7862216470159566,2,17
59,shd,3.8440393239999997,3.5647221892939696,3,17
60,shd,3.852074881,3.8154469848648533,0,17
60,shd,3.929426844,3.9357956069266864,1,17
60,shd,2.982563501,2.982674424203312,2,17
60,shd,2.975522864,2.9777938749108,3,17
61,shd,3.314095464,3.2474498226286386,0,17
61,shd,3.218331225,3.209243319423617,1,17
61,shd,4.076508546,4.075443800881452,2,17
61,shd,4.319588694,4.188938336117498,3,17
62,shd,3.006648107,2.9448155070276147,0,17
62,shd,4.003781753,3.894227765923402,1,17
62,shd,3.8629555200000003,3.8965686708231937,2,17
62,shd,3.056538565,3.008694734955564,3,17
63,shd,2.582066829,2.587995095658812,0,17
63,shd,3.4005437589999996,3.4265491270596877,1,17
63,shd,3.392905313,3.3488174919657254,2,17
63,shd,2.58283817,2.6077264262267663,3,17
64,shd,3.983674282,4.0044403531489525,0,17
64,shd,3.230194691,3.2154420624075257,1,17
64,shd,3.9908311419999998,3.9592513731378496,2,17
64,shd,3.204736372,3.1629128987393313,3,17
65,shd,3.3271459119999998,3.2260776635427675,0,17
65,shd,3.2728927089999997,3.2372734539549377,1,17
65,shd,3.947976648,3.9309457610485605,2,17
65,shd,4.145975668,4.02448116127263,3,17
66,shd,2.995695975,2.978077983606589,0,17
66,shd,3.787881454,3.718540821797265,1,17
66,shd,2.88922853,2.909375976239475,2,17
66,shd,3.656661365,3.6399948094183268,3,17
67,shd,3.026191812,2.939452892718105,0,17
67,shd,2.9940951499999997,2.9267981442802693,1,17
67,shd,3.536513084,3.4861113826995904,2,17
67,shd,3.716885373,3.63119156606243,3,17
68,shd,3.076384036,3.0342813406278237,0,17
68,shd,3.175749203,3.1706627853640716,1,17
68,shd,3.8138404059999997,3.831158022089048,2,17
68,shd,3.8604408560000003,3.7302839256913662,3,17
69,shd,3.295721449,3.230482372204965,0,17
69,shd,3.269097362,3.240268696533702,1,17
69,shd,4.311744114,4.188047121327014,2,17
69,shd,4.389734944000001,4.204333765993563,3,17
70,shd,3.270928521,3.201369735357746,0,17
70,shd,3.228048077,3.208121565054216,1,17
70,shd,4.074743599,4.023064486114341,2,17
70,shd,3.91994111,3.9086403062315647,3,17
71,shd,2.975586957,2.939168688424129,0,17
71,shd,2.939048221,2.9382856650882294,1,17
71,shd,3.8581557280000003,3.7950480172536105,2,17
71,shd,3.686995891,3.6796408416999755,3,17
72,shd,2.9424189280000004,2.968614818479767,0,17
72,shd,2.970291529,2.9789965370079035,1,17
72,shd,3.799610623,3.7278540915706495,2,17
72,shd,3.668407521,3.7078774867022286,3,17
73,shd,3.252201244,3.1917017044228215,0,17
73,shd,3.910025884,3.924785525103669,1,17
73,shd,3.006719387,2.938825377961641,2,17
73,shd,3.9854640999999997,3.9436625048119227,3,17
74,shd,3.23857591,3.213833667653465,0,17
74,shd,4.0048193649999995,4.0371978475378985,1,17
74,shd,3.8788263880000002,3.807306520918222,2,17
74,shd,3.048730268,3.0153168243908697,3,17
75,shd,2.923359654,2.873632750505549,0,17
75,shd,2.666178316,2.611422728428548,1,17
75,shd,3.318286855,3.3849204741291334,2,17
75,shd,3.284201179,3.2889444692009118,3,17
76,shd,3.2568598609999997,3.240265581105639,0,17
76,shd,3.330379022,3.201504220706229,1,17
76,shd,4.0427963060000005,4.001957060255446,2,17
76,shd,3.927819772,3.8438575212343062,3,17
77,shd,3.987534611,3.9587309073951813,0,17
77,shd,3.234546555,3.1874134469022,1,17
77,shd,4.05255045,3.9439108172873905,2,17
77,shd,3.013955891,3.000380135236333,3,17
78,shd,3.885755178,3.8176915847660133,0,17
78,shd,3.304125678,3.2535448871146446,1,17
78,shd,3.293568356,3.2435618320387434,2,17
78,shd,3.9630670180000003,3.8221968457918614,3,17
79,shd,2.983892486,2.9263699842110906,0,17
79,shd,3.835946626,3.754124176378398,1,17
79,shd,2.940529461,2.9417477520884034,2,17
79,shd,3.765536642,3.6985436743707814,3,17
80,shd,3.673623451,3.6583302941990405,0,17
80,shd,2.9196938169999997,2.879885442286273,1,17
80,shd,2.842467675,2.710887105027635,2,17
80,shd,3.678212623,3.562875215979438,3,17
81,shd,3.964636872,3.9569951432033896,0,17
81,shd,3.109502795,3.0451204534379546,1,17
81,shd,3.254934232,3.241961229521232,2,17
81,shd,3.885126447,3.867614078842834,3,17
82,shd,3.226762242,3.2559935364840094,0,17
82,shd,2.9980699680000003,2.959945707340003,1,17
82,shd,4.001080289,3.953647841175269,2,17
82,shd,3.955456763,3.822940946384864,3,17
83,shd,3.261064395,3.258327418191847,0,17
83,shd,3.315973844,3.2740786772957424,1,17
83,shd,4.368798499,4.3081019548976505,2,17
83,shd,4.131830088,4.145328336867092,3,17
84,shd,3.0395251520000004,2.9525916094543874,0,17
84,shd,3.037473295,2.95086207341748,1,17
84,shd,3.2183391120000002,3.2539741142182654,2,17
84,shd,3.3602311449999998,3.2833592294921106,3,17
85,shd,3.02603644,3.0003425610801946,0,17
85,shd,3.8945549340000003,3.8431750142726386,1,17
85,shd,3.925278893,3.9165860644124164,2,17
85,shd,2.991417308,3.047575435703087,3,17
86,shd,3.211726177,2.954893669769727,0,17
86,shd,3.633249576,3.6956786418528296,1,17
86,shd,3.349546274,2.9191708677378516,2,17
86,shd,3.713341541,3.7053221765459057,3,17
87,shd,2.909878435,2.9027118588314327,0,17
87,shd,2.921933998,2.8909994060701525,1,17
87,shd,3.509886197,3.519849380976206,2,17
87,shd,3.630633132,3.6037418822121126,3,17
88,shd,4.07379602,4.0355458742667105,0,17
88,shd,4.210490943,4.1700650825472145,1,17
88,shd,3.310176236,3.1928359351089766,2,17
88,shd,3.194650743,3.2021136546320115,3,17
89,shd,2.967874276,2.9516387538142217,0,17
89,shd,2.932030634,2.94919373318914,1,17
89,shd,3.882478601,3.8915961705610433,2,17
89,shd,3.825939123,3.7590121560609466,3,17
90,shd,2.915769349,2.978412423900325,0,17
90,shd,2.6847886599999997,2.718615970408506,1,17
90,shd,3.6763678330000005,3.681452425307845,2,17
90,shd,3.591191247,3.6666771852620172,3,17
91,shd,2.973074262,2.9870814271883575,0,17
91,shd,3.931720597,3.8930141965271705,1,17
91,shd,3.7444301909999997,3.7801706913383084,2,17
91,shd,2.9403782520000004,2.914238220182348,3,17
92,shd,2.952505682,2.91172188312083,0,17
92,shd,3.6087942010000003,3.6104033544688834,1,17
92,shd,3.679413299,3.5432166003161782,2,17
92,shd,2.765270698,2.782280141332686,3,17
93,shd,3.285662704,3.2300296417255936,0,17
93,shd,4.021770041,4.067757852477933,1,17
93,shd,4.079630638,3.9867626410848027,2,17
93,shd,2.984873789,3.029627138327439,3,17
94,shd,2.994722616,2.9462101195341113,0,17
94,shd,3.596585363,3.5331755532960054,1,17
94,shd,2.897373386,2.8613961838109088,2,17
94,shd,3.5498442389999996,3.5369661349105206,3,17
95,shd,2.94233759,2.983798034129517,0,17
95,shd,3.694355319,3.7150692139771433,1,17
95,shd,2.88019276,2.852482581885691,2,17
95,shd,3.757092649,3.7916523821141945,3,17
96,shd,3.518848286,3.473152600937481,0,17
96,shd,3.5823709089999998,3.5327618752009258,1,17
96,shd,2.63341989,2.686087999371095,2,17
96,shd,2.723123955,2.7066620877194145,3,17
97,shd,3.231597283,3.215736195211427,0,17
97,shd,3.188492778,3.201129490899543,1,17
97,shd,3.974666194,4.0102913077364635,2,17
97,shd,3.9012221370000004,3.8309702618618218,3,17
98,shd,3.870035118,3.8539615576704076,0,17
98,shd,3.070264896,3.0147877402773187,1,17
98,shd,3.9082632539999995,3.9378254242558164,2,17
98,shd,3.039045205,3.042697343475881,3,17
99,shd,3.021319279,3.02530652376503,0,17
99,shd,3.222779214,3.200848356516043,1,17
99,shd,3.970835743,3.959080932941335,2,17
99,shd,3.825403417,3.833237412481761,3,17
100,shd,3.318833055,3.2265588524628575,0,17
100,shd,4.008392367000001,4.023949709435798,1,17
100,shd,3.920261742,3.8712544596316345,2,17
100,shd,3.0196712359999998,3.0288262926182927,3,17
1,shd,2.866277008,2.7691172657288234,0,27
1,shd,3.439256403,2.837191395383508,1,27
1,shd,3.629339029,3.506260181649381,2,27
1,shd,3.7825546709999998,3.6697180291114746,3,27
2,shd,3.030403905,2.866626854750743,0,27
2,shd,3.880881041,3.747559306519662,1,27
2,shd,4.012226171,3.724258542841701,2,27
2,shd,2.8673250880000003,2.7316181760029714,3,27
3,shd,4.176802461,4.075885685102419,0,27
3,shd,3.230787031,3.0308746871173646,1,27
3,shd,3.193861978,3.0210069095166467,2,27
3,shd,4.339858237,4.109231420941522,3,27
4,shd,3.067172813,2.8870938511661404,0,27
4,shd,3.8977106509999997,3.7779631641212212,1,27
4,shd,4.000652068,3.790096978810933,2,27
4,shd,2.912213789,2.756975142477417,3,27
5,shd,2.846732974,2.78562490314975,0,27
5,shd,3.012034126,2.85845524009994,1,27
5,shd,3.9922289340000003,3.7875755326410863,2,27
5,shd,3.755990325,3.6385721209260096,3,27
6,shd,3.4703916130000003,3.2555539893292824,0,27
6,shd,2.934091201,2.8684319851540936,1,27
6,shd,3.7411156290000003,3.6256051884757357,2,27
6,shd,3.792383687,3.7912258311599194,3,27
7,shd,3.3971126739999997,3.21425778292154,0,27
7,shd,4.002227903,3.7790582188522768,1,27
7,shd,3.133689532,2.9933223447152892,2,27
7,shd,3.9703398610000002,3.842430307884862,3,27
8,shd,3.5358019119999997,3.3650594909623015,0,27
8,shd,3.42572604,3.0391191262751986,1,27
8,shd,3.903290102,3.740681437503615,2,27
8,shd,4.167719022,4.083627698254982,3,27
9,shd,3.46115712,3.191710788577004,0,27
9,shd,3.08907384,2.8908770338650775,1,27
9,shd,3.900079453,3.7705184651560586,2,27
9,shd,4.098941709,3.882535941491472,3,27
10,shd,3.417358395,3.207325925197508,0,27
10,shd,3.019279623,2.909914537326121,1,27
10,shd,4.279452423,3.944058794284551,2,27
10,shd,4.142381498,3.9057104872726924,3,27
11,shd,3.029754293,2.9095376030712083,0,27
11,shd,2.991082744,2.890105395868628,1,27
11,shd,4.064359986,3.9585879531955808,2,27
11,shd,4.122197679,4.005821882239474,3,27
12,shd,4.095049481,3.9405956109327684,0,27
12,shd,3.049849728,2.9027381428622547,1,27
12,shd,3.047679123,2.987552453995044,2,27
12,shd,4.079416052,3.888782138954608,3,27
13,shd,3.4222698609999997,3.2439385714300473,0,27
13,shd,3.145658731,3.0043958885104862,1,27
13,shd,4.1962948749999995,4.027121431055766,2,27
13,shd,4.235769247,3.9883885108480204,3,27
14,shd,3.40408639,3.2459532609106807,0,27
14,shd,4.222699523999999,3.9260608691249796,1,27
14,shd,3.2056014360000002,3.03659181592376,2,27
14,shd,4.358336852,4.100512765916414,3,27
15,shd,2.9115837559999997,2.7489057499861618,0,27
15,shd,3.752547123,3.551321706568709,1,27
15,shd,3.893744802,3.698775191332844,2,27
15,shd,2.815850396,2.7142443178729296,3,27
16,shd,2.953208037,2.7950659563639704,0,27
16,shd,3.0174313120000003,2.8556971519876795,1,27
16,shd,3.7962551959999997,3.6958273734093146,2,27
16,shd,3.838477961,3.6514521920435543,3,27
17,shd,3.402567865,3.2661241448011253,0,27
17,shd,3.228182095,3.029715184966328,1,27
17,shd,4.306039572,4.142548255843936,2,27
17,shd,4.422398051,4.136215641178928,3,27
18,shd,3.9339719950000003,3.792294964463413,0,27
18,shd,3.06075488,2.880605416972843,1,27
18,shd,2.84077449,2.7498570051346585,2,27
18,shd,3.840382554,3.636164410507707,3,27
19,shd,3.4719478210000005,3.247802160776195,0,27
19,shd,3.0760690229999996,2.915391110978149,1,27
19,shd,3.996889477,3.8077338557679887,2,27
19,shd,4.1067809,3.955279761903853,3,27
20,shd,3.3359908569999996,3.0802837279630735,0,27
20,shd,4.006589917,3.873623880226564,1,27
20,shd,3.220766792,3.012000800406666,2,27
20,shd,3.9086336719999997,3.730700939203115,3,27
21,shd,3.1073831299999997,2.896948335767741,0,27
21,shd,3.919166483,3.7549257612041878,1,27
21,shd,2.850163205,2.7367915328643724,2,27
21,shd,3.821788498,3.622658145035861,3,27
22,shd,2.964247042,2.7427682425876085,0,27
22,shd,3.914048138,3.7370210961899195,1,27
22,shd,3.678435452,3.576225526465543,2,27
22,shd,2.793763527,2.7093265921386953,3,27
23,shd,3.063498392,2.8636444331112214,0,27
23,shd,3.724163871,3.5779380114770243,1,27
23,shd,3.9037583289999995,3.7353426719473113,2,27
23,shd,2.801005311,2.7219925219229317,3,27
24,shd,3.273815493,3.1273324984180615,0,27
24,shd,3.87987235,3.7107006512793035,1,27
24,shd,3.933756635,3.7394642223047443,2,27
24,shd,2.845870911,2.713203126230769,3,27
25,shd,3.387967015,3.2215589287457798,0,27
25,shd,3.038563585,2.8835354492957794,1,27
25,shd,3.927125332,3.7206282667350274,2,27
25,shd,3.9955293750000003,3.87162174511855,3,27
26,shd,3.287997298,3.1242563345399557,0,27
26,shd,3.9751508290000004,3.9078583754401084,1,27
26,shd,3.1470914509999997,3.0074311702736747,2,27
26,shd,4.051769303,3.864833615317086,3,27
27,shd,3.523128952,3.231068436097721,0,27
27,shd,3.0862279399999997,2.8928899130716577,1,27
27,shd,3.967817656,3.7781368029377367,2,27
27,shd,3.943112279,3.8149059188030865,3,27
28,shd,2.823928917,2.6849856504031324,0,27
28,shd,2.799173141,2.6608338046190614,1,27
28,shd,3.6309814549999997,3.526190115121122,2,27
28,shd,3.747637686,3.681029576905286,3,27
29,shd,3.392152381,3.24128359489735,0,27
29,shd,2.9870057660000002,2.918536485742048,1,27
29,shd,3.986889213,3.799517443718468,2,27
29,shd,3.7776686340000003,3.6763227006854278,3,27
30,shd,3.043526693,2.8869315443977612,0,27
30,shd,3.007207729,2.8857880214822815,1,27
30,shd,4.22040177,4.028934838520223,2,27
30,shd,4.150710396,3.9444898208860524,3,27
31,shd,3.022293842,2.888432744338626,0,27
31,shd,3.9677557059999997,3.7423967150621538,1,27
31,shd,3.889316633,3.7826464009179865,2,27
31,shd,2.835280718,2.744061523966609,3,27
32,shd,3.053364642,2.866307990380113,0,27
32,shd,4.225284163,3.950217662289057,1,27
32,shd,2.887776456,2.8000225742778806,2,27
32,shd,3.837397241,3.6839091199199485,3,27
33,shd,3.236553056,3.139830197783362,0,27
33,shd,2.988753054,2.857307945228201,1,27
33,shd,3.9938793649999997,3.9200395211659975,2,27
33,shd,4.039982292,3.907625390906892,3,27
34,shd,3.334081863,3.2466812922601695,0,27
34,shd,2.977440195,2.8830432724655326,1,27
34,shd,3.9738292050000004,3.8852622745261316,2,27
34,shd,4.227338326,3.997150384622058,3,27
35,shd,3.052583668,2.862164579833647,0,27
35,shd,2.9564742859999997,2.8141178672908174,1,27
35,shd,4.033695752,3.8618905386768168,2,27
35,shd,4.052559793,3.9127559535628116,3,27
36,shd,3.253693235,3.1371368069007657,0,27
36,shd,3.0064823389999997,2.881260062992701,1,27
36,shd,3.741020024,3.6646744251378633,2,27
36,shd,3.7249131979999994,3.5992809483706107,3,27
37,shd,2.812194692,2.694519764060975,0,27
37,shd,3.721694682,3.5496211097389985,1,27
37,shd,3.844095964,3.7621587019589917,2,27
37,shd,2.856763865,2.758157261753725,3,27
38,shd,4.177447168,4.019613919839112,0,27
38,shd,2.994914519,2.887330108094927,1,27
38,shd,3.122751929,3.013923611175989,2,27
38,shd,4.350076054,4.0861359522757725,3,27
39,shd,3.1009207290000003,2.909884843270113,0,27
39,shd,3.204528437,3.007111158424572,1,27
39,shd,4.111296094,3.929109716529533,2,27
39,shd,4.207698944,3.9939122018967366,3,27
40,shd,3.353405175,3.229420040116209,0,27
40,shd,3.027920728,2.8551856741502544,1,27
40,shd,4.078315325,3.91976967579554,2,27
40,shd,4.116531685,3.947910792605432,3,27
41,shd,3.436301457,3.2386133667557315,0,27
41,shd,4.367153004,4.129885780069767,1,27
41,shd,3.256805175,3.003522068798345,2,27
41,shd,4.24308974,4.009816728937791,3,27
42,shd,3.0383653820000003,2.876196269210128,0,27
42,shd,4.113225714,3.8397385997964637,1,27
42,shd,2.9192494580000004,2.7906966410204577,2,27
42,shd,3.932111998,3.824514445438793,3,27
43,shd,2.9469256809999997,2.734210397408652,0,27
43,shd,3.041147717,2.8723235088751915,1,27
43,shd,3.7543559970000002,3.51567842277393,2,27
43,shd,3.7364685069999997,3.6757137229090713,3,27
44,shd,3.1454080529999997,3.0262100458639747,0,27
44,shd,4.50867317,4.217825033032656,1,27
44,shd,3.2176832390000003,3.037097888096598,2,27
44,shd,4.4138039970000005,4.158113000537311,3,27
45,shd,3.4766652110000003,3.249271455248021,0,27
45,shd,3.070474615,2.9048143755941993,1,27
45,shd,4.1428263009999995,3.8611967290119997,2,27
45,shd,4.184685974,3.880140644973827,3,27
46,shd,3.761901392,3.6381181932423026,0,27
46,shd,3.023802415,2.77620061519852,1,27
46,shd,2.982809956,2.8659815154928836,2,27
46,shd,3.929736579,3.8015336582539003,3,27
47,shd,3.401462961,3.2136399983816792,0,27
47,shd,3.035529539,2.8893911147631535,1,27
47,shd,4.124107522,3.922196706337803,2,27
47,shd,4.057037288,3.8962695362059048,3,27
48,shd,3.040164406,2.892390170430235,0,27
48,shd,2.99121412,2.895432304581105,1,27
48,shd,3.953987911,3.879415949106529,2,27
48,shd,4.086791676000001,3.9416129906104276,3,27
49,shd,3.411334695,3.2334592857548285,0,27
49,shd,4.138721251,3.96558188295179,1,27
49,shd,3.0654322990000002,2.9797448714514596,2,27
49,shd,4.24797865,4.035269215598445,3,27
50,shd,3.00723337,2.872097392674526,0,27
50,shd,3.006114168,2.878144977670625,1,27
50,shd,3.879964916,3.7401913826575752,2,27
50,shd,4.11303762,3.9217291310546827,3,27
51,shd,3.4400765709999996,3.2342929260246223,0,27
51,shd,2.830291531,2.678264162221243,1,27
51,shd,3.8133968960000004,3.7082880118294597,2,27
51,shd,3.862412013,3.7375415692466554,3,27
52,shd,2.907339501,2.7939094583793294,0,27
52,shd,2.9886785729999996,2.869033479231862,1,27
52,shd,3.725040641,3.544508905746616,2,27
52,shd,3.8711240350000002,3.7150468374128414,3,27
53,shd,3.419156193,3.2441017499982623,0,27
53,shd,2.973828967,2.888371710067333,1,27
53,shd,4.158566417,3.926367477997883,2,27
53,shd,3.673469232,3.6313399408798706,3,27
54,shd,3.099790744,2.9191636798320753,0,27
54,shd,2.96839338,2.903403218613936,1,27
54,shd,3.8672415019999997,3.7281287677475996,2,27
54,shd,4.067600979,3.8854434050036426,3,27
55,shd,3.0115335290000003,2.9215781375404335,0,27
55,shd,2.8778096900000003,2.807751023797362,1,27
55,shd,4.066472108,3.931792431508753,2,27
55,shd,4.31612535,4.033225365945616,3,27
56,shd,3.362229673,3.2514869993397646,0,27
56,shd,3.270999198,3.0278658358768817,1,27
56,shd,4.099982215,3.9271747134223665,2,27
56,shd,4.118574904,3.9031640344711143,3,27
57,shd,3.379051394,3.2505998955843483,0,27
57,shd,3.04738345,2.889877129667126,1,27
57,shd,3.8066817470000003,3.709205906680621,2,27
57,shd,4.146704089,4.00430301669971,3,27
58,shd,3.115115093,3.0086176055983147,0,27
58,shd,2.967866354,2.8444554654714675,1,27
58,shd,4.007051688,3.8705660033506915,2,27
58,shd,4.100005175,3.8827307082490163,3,27
59,shd,3.3854661239999997,3.2312793731354725,0,27
59,shd,4.0676266000000005,3.861388125154594,1,27
59,shd,2.862807738,2.7651273380398145,2,27
59,shd,4.010565234,3.84244436557079,3,27
60,shd,3.337886718,3.2234928744701747,0,27
60,shd,4.084809303,3.979730237904902,1,27
60,shd,4.0466093569999995,3.915392082180319,2,27
60,shd,3.247554257,3.0911638991239663,3,27
61,shd,2.871787434,2.7229011115970856,0,27
61,shd,3.589415148,3.4774239520213532,1,27
61,shd,2.679270529,2.613397335430127,2,27
61,shd,3.560840035,3.538434594011828,3,27
62,shd,3.438311746,3.2347960456109703,0,27
62,shd,2.968460836,2.8690178041985614,1,27
62,shd,3.5667037059999998,3.5372996717603504,2,27
62,shd,3.888946943,3.728866860043232,3,27
63,shd,2.882200346,2.727519619901244,0,27
63,shd,3.809589908,3.6613080404268707,1,27
63,shd,2.739918402,2.6153488716384192,2,27
63,shd,3.595606686,3.5074595948695073,3,27
64,shd,3.059777757,2.8734961649967588,0,27
64,shd,3.748423743,3.5723471891425165,1,27
64,shd,3.957104529,3.7468802983534353,2,27
64,shd,3.1621790909999996,2.7589883900203827,3,27
65,shd,3.450121361,3.203054428703078,0,27
65,shd,4.014218818,3.7938371113744616,1,27
65,shd,2.816346771,2.7520315467966867,2,27
65,shd,3.923925299,3.8107660803245587,3,27
66,shd,3.493372997,3.26706158591451,0,27
66,shd,4.417361166,4.133696483151363,1,27
66,shd,4.357858612999999,4.1448192143830465,2,27
66,shd,3.209381386,3.0205476464280983,3,27
67,shd,3.501066065,3.2153026844120722,0,27
67,shd,3.048209641,2.8899769771126023,1,27
67,shd,4.39187875,4.062251865798266,2,27
67,shd,4.1041954160000005,3.9029010356669094,3,27
68,shd,4.164203289,3.943716250792135,0,27
68,shd,3.058634648,2.8892487223879826,1,27
68,shd,3.056134979,2.879685705968365,2,27
68,shd,4.126179535,3.8554268841887493,3,27
69,shd,3.4854625319999997,3.239014564423484,0,27
69,shd,3.0784125409999996,2.907327417240296,1,27
69,shd,3.93917518,3.7326268862754546,2,27
69,shd,3.8694380180000003,3.804242627043478,3,27
70,shd,3.44967738,3.2287211024842826,0,27
70,shd,3.1155609579999997,2.925135157488798,1,27
70,shd,4.230264317,3.9165646636755307,2,27
70,shd,4.301160523,4.022479388500545,3,27
71,shd,3.283034982,3.09339468584431,0,27
71,shd,3.910717634,3.741406212611647,1,27
71,shd,3.718992047,3.5787060533013433,2,27
71,shd,2.8799721949999997,2.746594761008172,3,27
72,shd,3.4211152270000005,3.2278657470666623,0,27
72,shd,3.069824678,2.888883770335389,1,27
72,shd,4.0980238380000005,3.8111357400017143,2,27
72,shd,4.014949673,3.8256428633113204,3,27
73,shd,3.30487662,3.1443860272457966,0,27
73,shd,3.1447878620000003,2.998269281445758,1,27
73,shd,3.9278885949999998,3.7403953674023143,2,27
73,shd,4.030090507,3.894921370455468,3,27
74,shd,3.488568239,3.3327655109205905,0,27
74,shd,4.4390761649999995,4.160579287063245,1,27
74,shd,3.198889588,3.026593919525782,2,27
74,shd,4.399085793,4.114943868771585,3,27
75,shd,4.049545534,3.8074359592536613,0,27
75,shd,3.100680099,2.8699621534176156,1,27
75,shd,3.201129618,3.0143068539478817,2,27
75,shd,4.057253763,3.717831491242775,3,27
76,shd,3.0978621090000003,2.8687609585348843,0,27
76,shd,3.8113801780000003,3.5831034235512815,1,27
76,shd,4.047534822,3.7465875749939785,2,27
76,shd,2.958135179,2.7521561825442964,3,27
77,shd,2.894458131,2.767725179596103,0,27
77,shd,4.008143127,3.7668358124878525,1,27
77,shd,4.06895832,3.7774142906279664,2,27
77,shd,2.955077106,2.7371580766095986,3,27
78,shd,3.452186417,3.2256379901496306,0,27
78,shd,3.949942592,3.816225946730822,1,27
78,shd,3.249433401,3.0159568682700346,2,27
78,shd,4.1501412339999995,3.9100052399635308,3,27
79,shd,3.310286228,3.1272625595393357,0,27
79,shd,3.079210637,2.8785000102522913,1,27
79,shd,3.853132939,3.5843457675423274,2,27
79,shd,4.058033456,3.7355189006073184,3,27
80,shd,2.948390742,2.8102872517271376,0,27
80,shd,3.0817490110000003,2.8678601716752876,1,27
80,shd,4.142025691,3.802373820507854,2,27
80,shd,3.9659499809999996,3.8448979110812376,3,27
81,shd,3.51388471,3.348568565232246,0,27
81,shd,3.306382659,3.042731455413903,1,27
81,shd,4.391333726000001,4.068474547083499,2,27
81,shd,4.3375077179999995,4.067842844360367,3,27
82,shd,3.060600027,2.895943182831286,0,27
82,shd,3.081867726,2.9048295742431867,1,27
82,shd,4.06810314,3.885371650178307,2,27
82,shd,4.083659961,3.846291831632551,3,27
83,shd,3.403265813,3.255638771828929,0,27
83,shd,4.217784294,4.072181532013037,1,27
83,shd,3.190299251,3.0181690321705625,2,27
83,shd,4.540091994,4.219475528520814,3,27
84,shd,2.950991443,2.7675313032474005,0,27
84,shd,3.924711116,3.711796830908078,1,27
84,shd,3.759217273,3.6926163028892196,2,27
84,shd,2.84236162,2.7294476422600864,3,27
85,shd,3.424027055,3.2324599852515883,0,27
85,shd,3.031674512,2.8859706791197404,1,27
85,shd,4.105851587,3.89865071448793,2,27
85,shd,4.010373041,3.8341523467289313,3,27
86,shd,3.4361599700000003,3.2154219719468493,0,27
