client_record_count,client_wall_time_seconds,cuda_event_time_seconds,dataset,gross_energy_joules,idle_adjusted_energy_joules,internal_execution_time_seconds,run_directory,scientific_seed,slurm_allocation_id,slurm_allocation_ids
1000,1373.212066732,1205.274860939026,shd,222467.1850438589,3071.4136503444015,2064.5288088772213,/scratch/project_2015302/rnayreed/hpc-snn/runs/resource_measurement/shd_lif_client_resource-seed17-241db9ab,17,291481,['291481']
1000,1430.063606405,1262.6056069602967,shd,231701.10518099155,2964.2536725687632,2132.0926596346544,/scratch/project_2015302/rnayreed/hpc-snn/runs/resource_measurement/shd_lif_client_resource-seed27-c7ddd93a,27,291481,['291481']
1000,1347.072477339,1179.1335129432678,shd,218183.40788355345,3322.7407473576236,2040.813377056038,/scratch/project_2015302/rnayreed/hpc-snn/runs/resource_measurement/shd_lif_client_resource-seed7-0c65504c,7,291481,['291481']
1000,2413.011474932,1467.6087600479127,ssc,400205.4943967287,14585.120256270595,8991.110143224243,/scratch/project_2015302/rnayreed/hpc-snn/runs/resource_measurement/ssc_lif_128_client_resource-seed17-5979e7a5,17,291481,['291481']
1000,2475.401142327,1555.5105671463014,ssc,410220.6191966648,14130.676037046904,9048.601795485592,/scratch/project_2015302/rnayreed/hpc-snn/runs/resource_measurement/ssc_lif_128_client_resource-seed27-72fc789b,27,291481,['291481']
1000,2418.340784185,1488.929653968811,ssc,400834.88317312335,14306.394297468409,8940.54641737556,/scratch/project_2015302/rnayreed/hpc-snn/runs/resource_measurement/ssc_lif_128_client_resource-seed7-9dea723e,7,291481,['291481']
