group_dimension,group_value,mean_absolute_error,mean_signed_error,median_absolute_error,median_absolute_percentage_error,median_signed_error,model,p90_absolute_error,p90_absolute_percentage_error,percentage_denominator_floor,r_squared,root_mean_squared_error,sample_count,setting,spearman_rank_correlation,target
per_seed,27,0.048094353933391246,-0.04780614947988659,0.044018621720750106,0.03166288912785041,-0.044018621720750106,historical_spike,0.0811956027630177,0.05200613398110941,0.001,0.9538318129731782,0.05800437344267601,1000,shd_within_dataset,0.9855695295695297,client_wall_time_seconds
by_client_size_quartile,1,0.03476373574056157,-0.03411534764238272,0.032689924639543344,0.02956072419456453,-0.032689924639543344,historical_spike,0.06127447242165461,0.05393097303980717,0.001,0.9021019623437085,0.04047390605588652,243,shd_within_dataset,0.9580621582608666,client_wall_time_seconds
by_client_size_quartile,2,0.04262565463714511,-0.04233086407237346,0.041339033511010426,0.03179906998508684,-0.041339033511010426,historical_spike,0.06807803901056873,0.05161221338828386,0.001,-1.9379599632781845,0.047307032794736054,187,shd_within_dataset,0.607665740533438,client_wall_time_seconds
by_client_size_quartile,3,0.04843137675567493,-0.04830479765916446,0.04484114792981053,0.030412320455591092,-0.04484114792981053,historical_spike,0.07617996310848618,0.05115808811195657,0.001,0.19469324159359713,0.05857108487486892,318,shd_within_dataset,0.8730382334683393,client_wall_time_seconds
by_client_size_quartile,4,0.06458171001184139,-0.06444175700650578,0.061684009417683816,0.03473841285046267,-0.061684009417683816,historical_spike,0.09532543836526551,0.05152212403619583,0.001,0.8535098542789887,0.07603832807022992,252,shd_within_dataset,0.8671618813659348,client_wall_time_seconds
by_sequence_length_quartile,1,0.042858774518815146,-0.042858774518815146,0.040244774077983214,0.031921447258678015,-0.040244774077983214,historical_spike,0.06815647480728437,0.05513165151577587,0.001,0.5179965497915555,0.047731850300440734,238,shd_within_dataset,0.8990368246233933,client_wall_time_seconds
by_sequence_length_quartile,2,0.054309455288993995,-0.053949319858886936,0.049638512094622333,0.03179906998508684,-0.049638512094622333,historical_spike,0.0841878516007275,0.050811437589126256,0.001,0.8229243527968162,0.06721477597644716,251,shd_within_dataset,0.9423866439005879,client_wall_time_seconds
by_sequence_length_quartile,3,0.051362053354143566,-0.05128874081461701,0.04662062589702143,0.03168696835899814,-0.04662062589702143,historical_spike,0.08464724147493988,0.05196596091183281,0.001,0.7725272614557226,0.062094314662859966,257,shd_within_dataset,0.9085249638041805,client_wall_time_seconds
by_sequence_length_quartile,4,0.04355214412740495,-0.04284754122232832,0.0369187180073095,0.030856370740711764,-0.0369187180073095,historical_spike,0.08030448301922295,0.050306819302644856,0.001,0.9847487416673721,0.05239818212050229,254,shd_within_dataset,0.9731349786810244,client_wall_time_seconds
by_communication_round_interval,1-20,0.04691880300792922,-0.04604995973762788,0.039710995851701625,0.030285596867939076,-0.039710995851701625,historical_spike,0.07748242299213527,0.04808386434504526,0.001,0.9425101599755965,0.06663047650039175,200,shd_within_dataset,0.9793129828245707,client_wall_time_seconds
by_communication_round_interval,21-40,0.04103775087174604,-0.04076081315413997,0.03856957193679522,0.027636406694157765,-0.03856957193679522,historical_spike,0.06870680809263889,0.04641810828587636,0.001,0.9670615521957953,0.04650037589436357,200,shd_within_dataset,0.9878526963174081,client_wall_time_seconds
by_communication_round_interval,41-60,0.04475948831744515,-0.0446509552568269,0.04064697286417063,0.02965559572314275,-0.04064697286417063,historical_spike,0.07471346818112413,0.04899535112593089,0.001,0.9613617267812558,0.05086893589501899,200,shd_within_dataset,0.9862086552163805,client_wall_time_seconds
