group_dimension,group_value,mean_absolute_error,mean_signed_error,median_absolute_error,median_absolute_percentage_error,median_signed_error,model,p90_absolute_error,p90_absolute_percentage_error,percentage_denominator_floor,r_squared,root_mean_squared_error,sample_count,setting,spearman_rank_correlation,target
with_history,all,0.07603915064652624,-0.0711746340220332,0.07737767558451392,0.029296752003152248,-0.07737767558451392,event_structure,0.12723550284194016,0.04733058777516085,0.001,0.9203170309932847,0.09297928744772861,980,ssc_within_dataset,0.9828632960507336,client_wall_time_seconds
joint,all,0.1902115460441597,0.18303325620563052,0.1908964168395899,0.07780958182443065,0.19037170637379663,historical_spike,0.23217297384319263,0.09361402529849758,0.001,0.6534759509889065,0.19436324039181593,1000,ssc_within_dataset,0.975906003906004,client_wall_time_seconds
per_dataset,ssc,0.1902115460441597,0.18303325620563052,0.1908964168395899,0.07780958182443065,0.19037170637379663,historical_spike,0.23217297384319263,0.09361402529849758,0.001,0.6534759509889065,0.19436324039181593,1000,ssc_within_dataset,0.975906003906004,client_wall_time_seconds
per_seed,27,0.1902115460441597,0.18303325620563052,0.1908964168395899,0.07780958182443065,0.19037170637379663,historical_spike,0.23217297384319263,0.09361402529849758,0.001,0.6534759509889065,0.19436324039181593,1000,ssc_within_dataset,0.975906003906004,client_wall_time_seconds
by_client_size_quartile,1,0.16969828390813113,0.1635885521758211,0.17664425807212147,0.08548693791318535,0.17657389301228155,historical_spike,0.20717854454310153,0.10202990993789603,0.001,-1.4905357999356035,0.17383529393584768,200,ssc_within_dataset,0.7466106652666317,client_wall_time_seconds
by_client_size_quartile,2,0.17865880253449215,0.1764391393127993,0.18140973305925256,0.0785186237596282,0.18140973305925256,historical_spike,0.20810158331801762,0.09267735709544903,0.001,-2.8382745357948256,0.18108736039774642,260,ssc_within_dataset,0.8698428629463111,client_wall_time_seconds
by_client_size_quartile,3,0.18943808161592762,0.17936148728281343,0.1915806440130492,0.07541520600528762,0.19106560370726733,historical_spike,0.22563423893941037,0.089337891669005,0.001,-6.369446225165048,0.19325993057293275,251,ssc_within_dataset,0.6218630240940998,client_wall_time_seconds
by_client_size_quartile,4,0.215472810096774,0.20561119806627098,0.21721698445413828,0.07444208370495765,0.21672679693821228,historical_spike,0.2518767010386204,0.08899415605902526,0.001,-0.31709964920543254,0.2187772199188095,289,ssc_within_dataset,0.8790876188203477,client_wall_time_seconds
by_sequence_length_quartile,1,0.1864982201085295,0.1831988501787075,0.1888436671545768,0.08788528715853919,0.1888436671545768,historical_spike,0.21482694950621015,0.10128676461750506,0.001,-0.6380807902999044,0.18892042837766496,210,ssc_within_dataset,0.8922644828356975,client_wall_time_seconds
by_sequence_length_quartile,2,0.1979582093622718,0.1894681230891386,0.19865832914714954,0.07380104370070974,0.19757751035845006,historical_spike,0.23914306765254745,0.08775163122987852,0.001,0.39049059698065725,0.20161952185010804,241,ssc_within_dataset,0.8964104454579748,client_wall_time_seconds
by_sequence_length_quartile,3,0.17309029147753222,0.16782814749672875,0.17571686255605568,0.07490335399577996,0.1753904775391626,historical_spike,0.21902646559700575,0.08895329421646635,0.001,0.761948389750102,0.17768493899114982,290,ssc_within_dataset,0.9624221207271726,client_wall_time_seconds
by_sequence_length_quartile,4,0.20518458238060483,0.19393635995972278,0.2039787932732513,0.07773287547308347,0.2035920643335314,historical_spike,0.2392096624170381,0.0908294892885254,0.001,-3.5742976812322773,0.20914754707640612,259,ssc_within_dataset,0.8304273350784978,client_wall_time_seconds
by_communication_round_interval,1-20,0.18959403235345007,0.1682382101925608,0.19516418981038242,0.07868744963754314,0.19440106670204593,historical_spike,0.238907906203991,0.1010344595756808,0.001,0.5938070387297818,0.19783387594473945,200,ssc_within_dataset,0.944132603315083,client_wall_time_seconds
by_communication_round_interval,21-40,0.19951928704171443,0.19944919839146513,0.19932636875920107,0.08095346993826488,0.19932636875920107,historical_spike,0.2401211005586738,0.09578016261754811,0.001,0.6307420420450616,0.20271695722632171,200,ssc_within_dataset,0.9845871146778671,client_wall_time_seconds
by_communication_round_interval,41-60,0.1931460802183465,0.1931460802183465,0.19068608683270472,0.08010649078459442,0.19068608683270472,historical_spike,0.22863700251030936,0.09139212604171845,0.001,0.6615672956838766,0.1954488977219985,200,ssc_within_dataset,0.9891352283807096,client_wall_time_seconds
by_communication_round_interval,61-80,0.18486847270786172,0.1778811887814465,0.18504178470042598,0.07515699140430414,0.18435369762328135,historical_spike,0.22583314194162668,0.0889702966682758,0.001,0.6803813847652063,0.1879420230724508,200,ssc_within_dataset,0.9790954773869348,client_wall_time_seconds
by_communication_round_interval,81-100,0.18392985789942579,0.1764516034443336,0.1835446663227971,0.07390311121114797,0.1829762448806611,historical_spike,0.2156406482345036,0.09072612677395712,0.001,0.6880737400041772,0.18743122259193462,200,ssc_within_dataset,0.976135903397585,client_wall_time_seconds
without_history,all,0.11097471235788578,-0.10258350925100643,0.09005366131228487,0.03612796981688879,-0.09005366131228487,historical_spike,0.18912066860651466,0.06258136349221165,0.001,0.7958981466641064,0.16504482946626475,20,ssc_within_dataset,0.9804511278195487,client_wall_time_seconds
with_history,all,0.19182862428265507,0.1888621697863782,0.19111021886566237,0.07803765395318266,0.19104925960115038,historical_spike,0.23221730605590843,0.09369134278396606,0.001,0.649823854036484,0.19491566282164155,980,ssc_within_dataset,0.9839210450605445,client_wall_time_seconds
joint,all,0.06751390205308648,-0.06746754338819347,0.06022450524776923,0.025047579460858276,-0.06022450524776923,diagnostic_oracle,0.10430160417120012,0.03808413878570973,0.001,0.9372567701123089,0.08270483061424594,1000,ssc_within_dataset,0.9855700815700816,client_wall_time_seconds
per_dataset,ssc,0.06751390205308648,-0.06746754338819347,0.06022450524776923,0.025047579460858276,-0.06022450524776923,diagnostic_oracle,0.10430160417120012,0.03808413878570973,0.001,0.9372567701123089,0.08270483061424594,1000,ssc_within_dataset,0.9855700815700816,client_wall_time_seconds
per_seed,27,0.06751390205308648,-0.06746754338819347,0.06022450524776923,0.025047579460858276,-0.06022450524776923,diagnostic_oracle,0.10430160417120012,0.03808413878570973,0.001,0.9372567701123089,0.08270483061424594,1000,ssc_within_dataset,0.9855700815700816,client_wall_time_seconds
by_client_size_quartile,1,0.04696808171737974,-0.046792133985912615,0.041044168505305456,0.020174508985466626,-0.041044168505305456,diagnostic_oracle,0.0621763376890581,0.031186212010673484,0.001,0.6196418895391682,0.0679341119329659,200,ssc_within_dataset,0.8141738543463588,client_wall_time_seconds
by_client_size_quartile,2,0.0583406826945795,-0.05829772454611952,0.05545643146812984,0.024104666505126347,-0.05545643146812984,diagnostic_oracle,0.08844563085354697,0.036624044217565786,0.001,0.5039194620344154,0.06510228254357897,260,ssc_within_dataset,0.934078223733396,client_wall_time_seconds
by_client_size_quartile,3,0.07216944693333925,-0.07216944693333925,0.06460268255205914,0.0254614747350884,-0.06460268255205914,diagnostic_oracle,0.0988855663235273,0.03889045593548996,0.001,-0.7153240973810913,0.09323897412456555,251,ssc_within_dataset,0.6267364826408651,client_wall_time_seconds
by_client_size_quartile,4,0.08594178902682253,-0.08594178902682253,0.08181529719634817,0.029334453252922027,-0.08181529719634817,diagnostic_oracle,0.12202333989091647,0.04043329876661129,0.001,0.749287633867912,0.09545103898722318,289,ssc_within_dataset,0.933035536729905,client_wall_time_seconds
by_sequence_length_quartile,1,0.04508147579835071,-0.04502828951930502,0.04309978913863033,0.019780142614341762,-0.04309978913863033,diagnostic_oracle,0.06169754996039134,0.029651996402313186,0.001,0.8510073934469948,0.05697621851867697,210,ssc_within_dataset,0.9388220659360594,client_wall_time_seconds
by_sequence_length_quartile,2,0.08650103315048592,-0.08650103315048592,0.08138858132022886,0.030456564472306033,-0.08138858132022886,diagnostic_oracle,0.11988841517704962,0.042071081089710305,0.001,0.8552244223641461,0.0982630021562304,241,ssc_within_dataset,0.9297066287164364,client_wall_time_seconds
by_sequence_length_quartile,3,0.0665919350579788,-0.066470591794898,0.060668317389475535,0.026481022227387376,-0.060668317389475535,diagnostic_oracle,0.10782623707181829,0.03895557689377606,0.001,0.9519221328578551,0.07985234091655909,290,ssc_within_dataset,0.9736177928229905,client_wall_time_seconds
by_sequence_length_quartile,4,0.0690671118893895,-0.0690671118893895,0.06335980523078,0.0236583876490887,-0.06335980523078,diagnostic_oracle,0.09626790724057557,0.03619522438699131,0.001,0.19967082685308224,0.08748324573220294,259,ssc_within_dataset,0.9065754484359134,client_wall_time_seconds
by_communication_round_interval,1-20,0.07191431313147442,-0.07191431313147442,0.06332319988816848,0.027119672306542754,-0.06332319988816848,diagnostic_oracle,0.10915447904191569,0.040408779880057234,0.001,0.9263095310757989,0.08426362202197651,200,ssc_within_dataset,0.9863766594164856,client_wall_time_seconds
by_communication_round_interval,21-40,0.06301061263311895,-0.06297786975690345,0.057776800801297656,0.024405752428019012,-0.057776800801297656,diagnostic_oracle,0.10069457994874917,0.03628975522005591,0.001,0.953839273576703,0.07167397061847149,200,ssc_within_dataset,0.9847131178279458,client_wall_time_seconds
by_communication_round_interval,41-60,0.05840351935671992,-0.05840351935671992,0.053863238110130274,0.02248703265540803,-0.053863238110130274,diagnostic_oracle,0.09651383710857364,0.036048971398017,0.001,0.9620692978068421,0.0654323479542864,200,ssc_within_dataset,0.987398184954624,client_wall_time_seconds
by_communication_round_interval,61-80,0.07283020356914854,-0.07283020356914854,0.06433817913422679,0.026031147176656236,-0.06433817913422679,diagnostic_oracle,0.10877721614431554,0.038344968622491364,0.001,0.9230575635245223,0.09221271986792767,200,ssc_within_dataset,0.9788254706367661,client_wall_time_seconds
by_communication_round_interval,81-100,0.07141086157497059,-0.071211811126721,0.0617794245506369,0.025561400889291132,-0.0617794245506369,diagnostic_oracle,0.10522885667062355,0.038204302766412124,0.001,0.9185046687782071,0.09580371135777473,200,ssc_within_dataset,0.9778609465236632,client_wall_time_seconds
without_history,all,0.0993841779185053,-0.0993841779185053,0.07182096680391337,0.030990907768789145,-0.07182096680391337,diagnostic_oracle,0.12476914304235077,0.04278699064751088,0.001,0.8443688799636532,0.14412080212979447,20,ssc_within_dataset,0.9759398496240601,client_wall_time_seconds
with_history,all,0.06686348825991467,-0.06681618349981974,0.060025983131806626,0.02495350518799696,-0.060025983131806626,diagnostic_oracle,0.10427707749967322,0.037847810871146546,0.001,0.9395748098647277,0.0809678248946066,980,ssc_within_dataset,0.9859922505422969,client_wall_time_seconds
joint,all,0.2844452053604125,-0.1689138760147094,0.24791444015502917,0.1529308516031152,-0.17517061614990226,constant,0.676878372955322,0.35524363966334943,0.001,-0.2945095132219282,0.3541345398279799,1000,ssc_within_dataset,0.0,cuda_event_time_seconds
per_dataset,ssc,0.2844452053604125,-0.1689138760147094,0.24791444015502917,0.1529308516031152,-0.17517061614990226,constant,0.676878372955322,0.35524363966334943,0.001,-0.2945095132219282,0.3541345398279799,1000,ssc_within_dataset,0.0,cuda_event_time_seconds
per_seed,27,0.2844452053604125,-0.1689138760147094,0.24791444015502917,0.1529308516031152,-0.17517061614990226,constant,0.676878372955322,0.35524363966334943,0.001,-0.2945095132219282,0.3541345398279799,1000,ssc_within_dataset,0.0,cuda_event_time_seconds
by_client_size_quartile,1,0.25986094932556164,0.25940737659454355,0.18978864288330088,0.15857901897933024,0.18978864288330088,constant,0.37697145080566413,0.37337796225437975,0.001,-6.046836714981382,0.28003692825315907,200,ssc_within_dataset,0.0,cuda_event_time_seconds
by_client_size_quartile,2,0.07007609323354866,-0.025162000304001928,0.05688337326049797,0.041078711066548715,-0.0340322227478026,constant,0.1453301490783691,0.09486755151944727,0.001,-0.10339137186700476,0.08219924075296842,260,ssc_within_dataset,0.0,cuda_event_time_seconds
by_client_size_quartile,3,0.2300399434822963,-0.2300399434822963,0.24592316055297836,0.1506402267018158,-0.24592316055297836,constant,0.2728984413146971,0.16444666572321487,0.001,-21.277109642161083,0.23538368503137294,251,ssc_within_dataset,0.0,cuda_event_time_seconds
by_client_size_quartile,4,0.5415681849152983,-0.5415681849152983,0.4647984886169432,0.25105309428323896,-0.4647984886169432,constant,0.7724887260437011,0.35778504697197616,0.001,-9.113233792149552,0.5705082261711624,289,ssc_within_dataset,0.0,cuda_event_time_seconds
by_sequence_length_quartile,1,0.14802339888073152,0.1244174656822569,0.07328284835815424,0.0545623230997514,0.07094148254394539,constant,0.3682598739624025,0.3616287583562858,0.001,-0.6727023567762118,0.1961910586032347,210,ssc_within_dataset,0.0,cuda_event_time_seconds
by_sequence_length_quartile,2,0.3911538571401255,-0.3911538571401255,0.25681386947631824,0.1562688445797262,-0.25681386947631824,constant,0.7564210700988769,0.3529700424249206,0.001,-2.539168599089671,0.46179845312670537,241,ssc_within_dataset,0.0,cuda_event_time_seconds
by_sequence_length_quartile,3,0.24958809432983398,-0.04848896402819395,0.15292554855346674,0.1162092320849869,0.04435548400878908,constant,0.7511160018920898,0.3624096866310103,0.001,-0.019777130278989752,0.3481880824971264,290,ssc_within_dataset,0.0,cuda_event_time_seconds
by_sequence_length_quartile,4,0.33479407208122336,-0.33479407208122336,0.33351994705200183,0.1938937974602651,-0.33351994705200183,constant,0.45140281753540024,0.24559460609884814,0.001,-16.642522727577564,0.34470574622526107,259,ssc_within_dataset,0.0,cuda_event_time_seconds
by_communication_round_interval,1-20,0.26965378585815425,-0.15423791416168206,0.24438179779052727,0.1508184975161785,-0.16781966400146475,constant,0.4705504882812497,0.354946740276166,0.001,-0.2782206295530656,0.33059736683306107,200,ssc_within_dataset,0.0,cuda_event_time_seconds
by_communication_round_interval,21-40,0.28614948863983153,-0.1805390294265746,0.23814750289916986,0.14958305676688138,-0.18726820373535147,constant,0.716525227355957,0.35227748879821774,0.001,-0.33134983577253885,0.36188769641055374,200,ssc_within_dataset,0.0,cuda_event_time_seconds
by_communication_round_interval,41-60,0.28586649177551265,-0.1534762741470336,0.2445339813232421,0.15456715923977654,-0.1596424293518065,constant,0.6395356788635254,0.35651731443715673,0.001,-0.2348537607951673,0.351925107845304,200,ssc_within_dataset,0.0,cuda_event_time_seconds
by_communication_round_interval,61-80,0.2916059632110596,-0.17875301486968986,0.25355096435546864,0.15459011381176846,-0.17963821411132797,constant,0.7053601860046387,0.3562834310688563,0.001,-0.31214318793405194,0.3664941608760034,200,ssc_within_dataset,0.0,cuda_event_time_seconds
by_communication_round_interval,81-100,0.2889502973175048,-0.17756314746856677,0.2550675735473632,0.15557451971103053,-0.18153682708740226,constant,0.6784809425354001,0.3560761649180387,0.001,-0.32469937520180947,0.3586499494457653,200,ssc_within_dataset,0.0,cuda_event_time_seconds
without_history,all,0.31587151260375973,-0.2023124168395995,0.27151348495483385,0.16374817638380434,-0.19617269134521476,constant,0.6916150993347168,0.355156433835446,0.001,-0.3605835524446481,0.3929906248652442,20,ssc_within_dataset,0.0,cuda_event_time_seconds
with_history,all,0.28380385215136467,-0.168232273140732,0.24747391891479475,0.15291326913001402,-0.17517061614990226,constant,0.6745893836975098,0.35524363966334943,0.001,-0.29323518488698697,0.35329706479735157,980,ssc_within_dataset,0.0,cuda_event_time_seconds
joint,all,0.07904859126650816,-0.07904859126650816,0.07531187804928818,0.0501056739037337,-0.07531187804928818,size,0.113793323664407,0.06490126826334483,0.001,0.9253498686649149,0.0850415078161807,1000,ssc_within_dataset,0.9846269854146636,cuda_event_time_seconds
per_dataset,ssc,0.07904859126650816,-0.07904859126650816,0.07531187804928818,0.0501056739037337,-0.07531187804928818,size,0.113793323664407,0.06490126826334483,0.001,0.9253498686649149,0.0850415078161807,1000,ssc_within_dataset,0.9846269854146636,cuda_event_time_seconds
per_seed,27,0.07904859126650816,-0.07904859126650816,0.07531187804928818,0.0501056739037337,-0.07531187804928818,size,0.113793323664407,0.06490126826334483,0.001,0.9253498686649149,0.0850415078161807,1000,ssc_within_dataset,0.9846269854146636,cuda_event_time_seconds
by_client_size_quartile,1,0.054987359017990185,-0.054987359017990185,0.053337714322875596,0.04745595657271251,-0.053337714322875596,size,0.07378655570341941,0.06305632777191914,0.001,0.686555328518154,0.059060707700856356,200,ssc_within_dataset,0.7632762967125761,cuda_event_time_seconds
by_client_size_quartile,2,0.07050951172511893,-0.07050951172511893,0.06995184573481761,0.049911446482294446,-0.06995184573481761,size,0.0914808382949489,0.06418064456121851,0.001,0.14182656794490356,0.07249207764222007,260,ssc_within_dataset,0.8985661383716887,cuda_event_time_seconds
by_client_size_quartile,3,0.08374148798879469,-0.08374148798879469,0.082349809009016,0.05106022639330409,-0.082349809009016,size,0.10838521702903559,0.06536829573505677,0.001,-2.1201032847189905,0.08809097601014124,251,ssc_within_dataset,0.4943469386325068,cuda_event_time_seconds
by_client_size_quartile,4,0.09930634231554238,-0.09930634231554238,0.09714568686845038,0.05085198637100957,-0.09714568686845038,size,0.13507777489185857,0.06528473286384395,0.001,0.6537664116292696,0.10556051144692824,289,ssc_within_dataset,0.9169929917702276,cuda_event_time_seconds
by_sequence_length_quartile,1,0.06214112711198569,-0.06214112711198569,0.06309826959020948,0.04911906065451603,-0.06309826959020948,size,0.08518631890036933,0.06413122961566603,0.001,0.8176343688562885,0.0647800640615888,210,ssc_within_dataset,0.9677350009151217,cuda_event_time_seconds
by_sequence_length_quartile,2,0.09093164618569095,-0.09093164618569095,0.08776853578204458,0.05142637125453406,-0.08776853578204458,size,0.12439027762772747,0.06685617256231871,0.001,0.8466342194006675,0.09613158047937542,241,ssc_within_dataset,0.9292935523995751,cuda_event_time_seconds
by_sequence_length_quartile,3,0.07357931898272836,-0.07357931898272836,0.06723216011147393,0.04986717410568953,-0.06723216011147393,size,0.11381340141488368,0.0651037681768288,0.001,0.9458692214675423,0.08022013803581075,290,ssc_within_dataset,0.9832150201788461,cuda_event_time_seconds
by_sequence_length_quartile,4,0.08782403605115227,-0.08782403605115227,0.08724850518808913,0.050351384145451594,-0.08724850518808913,size,0.11289009311328911,0.06469988357481397,0.001,-0.2941279284306664,0.09335912769956985,259,ssc_within_dataset,0.875428871552744,cuda_event_time_seconds
by_communication_round_interval,1-20,0.07777422741341077,-0.07777422741341077,0.0738309448180392,0.04850036157818556,-0.0738309448180392,size,0.11019779040100178,0.06474279351724016,0.001,0.9141771991153058,0.08566389572797574,200,ssc_within_dataset,0.9841383057402028,cuda_event_time_seconds
by_communication_round_interval,21-40,0.07268737351819965,-0.07268737351819965,0.0677422600273,0.04570378061214366,-0.0677422600273,size,0.10635072035168917,0.06013704525782685,0.001,0.936140565122614,0.07925747985894355,200,ssc_within_dataset,0.9801217873325484,cuda_event_time_seconds
by_communication_round_interval,41-60,0.07412234875100024,-0.07412234875100024,0.06891131294527841,0.04750027271784976,-0.06891131294527841,size,0.1084736188748174,0.06052998252462174,0.001,0.9389873053911277,0.0782262642956064,200,ssc_within_dataset,0.9871630991589105,cuda_event_time_seconds
by_communication_round_interval,61-80,0.08206252056522408,-0.08206252056522408,0.07925592380035562,0.05254727267554936,-0.07925592380035562,size,0.11564277636378925,0.06750757901316426,0.001,0.9264646807199527,0.08676097738982516,200,ssc_within_dataset,0.9868493557503515,cuda_event_time_seconds
by_communication_round_interval,81-100,0.08859648608470615,-0.08859648608470615,0.08703768616572982,0.0562459246674281,-0.08703768616572982,size,0.12035867892956868,0.06821966629486229,0.001,0.9084106964232571,0.09430494944635438,200,ssc_within_dataset,0.9842988199023321,cuda_event_time_seconds
without_history,all,0.10413326036093204,-0.10413326036093204,0.08617178387913726,0.05341665532350713,-0.08617178387913726,size,0.12714234728969073,0.07138731534412478,0.001,0.8539599259651044,0.1287524802528627,20,ssc_within_dataset,0.9834586466165413,cuda_event_time_seconds
with_history,all,0.078536659244173,-0.078536659244173,0.07515343116748285,0.05009690864694084,-0.07515343116748285,size,0.11328733191234582,0.06480639975971858,0.001,0.9270453764750771,0.08391269775860374,980,ssc_within_dataset,0.9847256703422549,cuda_event_time_seconds
joint,all,0.08160190400248998,-0.08160190400248998,0.08021934237329109,0.051072810987729866,-0.08021934237329109,event_structure,0.11287333399895036,0.07513709312343902,0.001,0.9216920794670296,0.08710007108062595,1000,ssc_within_dataset,0.984674975421132,cuda_event_time_seconds
per_dataset,ssc,0.08160190400248998,-0.08160190400248998,0.08021934237329109,0.051072810987729866,-0.08021934237329109,event_structure,0.11287333399895036,0.07513709312343902,0.001,0.9216920794670296,0.08710007108062595,1000,ssc_within_dataset,0.984674975421132,cuda_event_time_seconds
per_seed,27,0.08160190400248998,-0.08160190400248998,0.08021934237329109,0.051072810987729866,-0.08021934237329109,event_structure,0.11287333399895036,0.07513709312343902,0.001,0.9216920794670296,0.08710007108062595,1000,ssc_within_dataset,0.984674975421132,cuda_event_time_seconds
by_client_size_quartile,1,0.07128942224555418,-0.07128942224555418,0.06742792159297195,0.05686965430282408,-0.06742792159297195,event_structure,0.1026714401136491,0.09899878287880802,0.001,0.47321902781685354,0.07656552076015732,200,ssc_within_dataset,0.7847607138768572,cuda_event_time_seconds
by_client_size_quartile,2,0.078136051681678,-0.078136051681678,0.07717780419717946,0.05350231445877153,-0.07717780419717946,event_structure,0.10832133184972703,0.07903975174401517,0.001,-0.06771134101986687,0.0808592934594759,260,ssc_within_dataset,0.8769026007334281,cuda_event_time_seconds
by_client_size_quartile,3,0.07672180063852099,-0.07672180063852099,0.07610211009675849,0.046880413983368466,-0.07610211009675849,event_structure,0.10375594331728832,0.06259189523138678,0.001,-1.6894435013159756,0.08178584574767225,251,ssc_within_dataset,0.49782662326620686,cuda_event_time_seconds
by_client_size_quartile,4,0.09609506628330136,-0.09609506628330136,0.0941981485217589,0.049418753438479956,-0.0941981485217589,event_structure,0.12995229586062607,0.06474922414932975,0.001,0.673680878853391,0.10247977156435549,289,ssc_within_dataset,0.9169929917702276,cuda_event_time_seconds
by_sequence_length_quartile,1,0.08887980890276419,-0.08887980890276419,0.0907104097431195,0.0724455326868319,-0.0907104097431195,event_structure,0.11171432269673083,0.09757039958679407,0.001,0.6412902196891084,0.09085346288822502,210,ssc_within_dataset,0.9677350009151217,cuda_event_time_seconds
by_sequence_length_quartile,2,0.08787779041439925,-0.08787779041439925,0.08593295498386988,0.05030021274267616,-0.08593295498386988,event_structure,0.11986779613191478,0.06470663344507392,0.001,0.8566216157820614,0.09294877891344208,241,ssc_within_dataset,0.9292935523995751,cuda_event_time_seconds
by_sequence_length_quartile,3,0.07057196347032509,-0.07057196347032509,0.0643226458130326,0.0478965781036244,-0.0643226458130326,event_structure,0.11124789132812868,0.06317223142320491,0.001,0.94960870200999,0.07739965784686545,290,ssc_within_dataset,0.9832150201788461,cuda_event_time_seconds
by_sequence_length_quartile,4,0.08221130207198844,-0.08221130207198844,0.08047458474920521,0.047076720859100196,-0.08047458474920521,event_structure,0.10865454987185444,0.06184638910748078,0.001,-0.16580858290825162,0.08860980983520193,259,ssc_within_dataset,0.875428871552744,cuda_event_time_seconds
by_communication_round_interval,1-20,0.07997699711428691,-0.07997699711428691,0.07500124899450233,0.04925946621785303,-0.07500124899450233,event_structure,0.11058302651205415,0.0739247182061645,0.001,0.9112582264608081,0.08710849912274007,200,ssc_within_dataset,0.985382116602897,cuda_event_time_seconds
by_communication_round_interval,21-40,0.07592314463286572,-0.07592314463286572,0.0721984859157706,0.046325400916297166,-0.0721984859157706,event_structure,0.10722516310615228,0.07548275897464483,0.001,0.9309846871598791,0.08239492333907511,200,ssc_within_dataset,0.9775379138827611,cuda_event_time_seconds
by_communication_round_interval,41-60,0.07757770073499962,-0.07757770073499962,0.07441104775121155,0.04893825987843185,-0.07441104775121155,event_structure,0.1104936758161561,0.07345229422554374,0.001,0.9336524279994886,0.08157460982418883,200,ssc_within_dataset,0.9873508764220914,cuda_event_time_seconds
by_communication_round_interval,61-80,0.08398841565785257,-0.08398841565785257,0.08212682827310203,0.05254312762817009,-0.08212682827310203,event_structure,0.1137519796569266,0.07522953129056233,0.001,0.9239864356134387,0.08821084726309435,200,ssc_within_dataset,0.9865849703355201,cuda_event_time_seconds
by_communication_round_interval,81-100,0.09054326187244513,-0.09054326187244513,0.08847806116753643,0.056118525932660694,-0.08847806116753643,event_structure,0.11753380160225108,0.07590810469248131,0.001,0.9060800963359412,0.09549726360969923,200,ssc_within_dataset,0.9852181483394964,cuda_event_time_seconds
without_history,all,0.10651306509020034,-0.10651306509020034,0.0959053446596545,0.05509698576865884,-0.0959053446596545,event_structure,0.12151286549694615,0.08898242321711522,0.001,0.8503041249315358,0.13035404083531452,20,ssc_within_dataset,0.9774436090225563,cuda_event_time_seconds
with_history,all,0.08109351295988365,-0.08109351295988365,0.07994549630670256,0.05103336878826445,-0.07994549630670256,event_structure,0.11250923065424312,0.07494553295183727,0.001,0.9233866592210271,0.0859910938851192,980,ssc_within_dataset,0.9848517631493001,cuda_event_time_seconds
joint,all,0.2856395467905561,0.2811603587728751,0.286370836922483,0.1888085811170432,0.2862939609084256,historical_spike,0.34252678747355175,0.2208072502716319,0.001,0.13352022533003738,0.2897309421467103,1000,ssc_within_dataset,0.9722199722199723,cuda_event_time_seconds
per_dataset,ssc,0.2856395467905561,0.2811603587728751,0.286370836922483,0.1888085811170432,0.2862939609084256,historical_spike,0.34252678747355175,0.2208072502716319,0.001,0.13352022533003738,0.2897309421467103,1000,ssc_within_dataset,0.9722199722199723,cuda_event_time_seconds
per_seed,27,0.2856395467905561,0.2811603587728751,0.286370836922483,0.1888085811170432,0.2862939609084256,historical_spike,0.34252678747355175,0.2208072502716319,0.001,0.13352022533003738,0.2897309421467103,1000,ssc_within_dataset,0.9722199722199723,cuda_event_time_seconds
by_client_size_quartile,1,0.24077964481153816,0.23818023211744477,0.2445665623053852,0.21874105146287015,0.2445665623053852,historical_spike,0.2673198441382561,0.24643600743282115,0.001,-4.309240815850043,0.2430717083091164,200,ssc_within_dataset,0.7552568814220356,cuda_event_time_seconds
by_client_size_quartile,2,0.26952502981759974,0.2662624145262225,0.2714920616117231,0.1932551259716233,0.2714920616117231,historical_spike,0.29713930053012,0.21178659703064381,0.001,-11.027367072781644,0.27138653569489796,260,ssc_within_dataset,0.8681250405388335,cuda_event_time_seconds
by_client_size_quartile,3,0.28968842631008396,0.28553424583743864,0.2943816834005051,0.18214321727191876,0.2943816834005051,historical_spike,0.3228912373217607,0.20308117921732927,0.001,-33.32406836892778,0.29217719516725443,251,ssc_within_dataset,0.510513375071144,cuda_event_time_seconds
by_client_size_quartile,4,0.3276654500755758,0.3205086119978241,0.330352201662949,0.17192053534854393,0.33020294081334556,historical_spike,0.3682510715092545,0.19773688868068268,0.001,-2.392182465168611,0.3304125158237274,289,ssc_within_dataset,0.8788286004056796,cuda_event_time_seconds
by_sequence_length_quartile,1,0.254727874411487,0.2513924914491742,0.2575250474144092,0.20159748620344592,0.2575250474144092,historical_spike,0.28208254563386076,0.23817423387528855,0.001,-1.859715684139288,0.2565259500936985,210,ssc_within_dataset,0.9175595170606394,cuda_event_time_seconds
by_sequence_length_quartile,2,0.30821546123192506,0.3033024754147417,0.30693171962591714,0.17840806031889833,0.30693171962591714,historical_spike,0.36314147515921036,0.2013032116127422,0.001,-0.614053960835981,0.3118608604104152,241,ssc_within_dataset,0.8997436644833854,cuda_event_time_seconds
by_sequence_length_quartile,3,0.2709216882977171,0.26775071410013424,0.2679650773417842,0.19815730681218316,0.2679650773417842,historical_spike,0.33264583415575355,0.2274198640231885,0.001,0.3611835107459994,0.27558103514912013,290,ssc_within_dataset,0.9615841920298367,cuda_event_time_seconds
by_sequence_length_quartile,4,0.3061755884205091,0.29970784519133903,0.3079679427399269,0.17953958216251212,0.30766166244470705,historical_spike,0.3428092524997516,0.2011682825296186,0.001,-13.138046603018935,0.3085765255781608,259,ssc_within_dataset,0.8367416995323971,cuda_event_time_seconds
