communication_round,dataset,example_count,input_event_count,measured,model,padded_time_bins,predicted,residual,scientific_seed,selected_position,setting
18,shd,355,2918940,235.92750577543796,event_structure,38298,226.12303717992347,-9.804468595514493,27,3,joint
18,shd,224,1835566,149.4462294082664,event_structure,23520,145.0462955548636,-4.399933853402786,27,4,joint
18,shd,384,3096790,234.45995069175345,event_structure,39488,220.66999701217867,-13.78995367957478,27,5,joint
18,shd,462,3935332,280.17768956671557,event_structure,47382,265.96222026363114,-14.215469303084433,27,6,joint
18,shd,363,2801406,225.16757064927035,event_structure,36434,219.39806607676803,-5.7695045725023135,27,7,joint
18,shd,465,3536620,282.0765285948391,event_structure,47894,265.5204667322656,-16.556061862573472,27,8,joint
18,shd,255,1923656,172.289451526997,event_structure,27469,172.26118806651323,-0.02826346048377104,27,9,joint
19,shd,224,1835566,147.5403509352552,event_structure,23552,145.02166626179462,-2.5186846734605695,27,0,joint
19,shd,321,2612269,212.15983504522146,event_structure,33246,203.0353799280996,-9.124455117121869,27,1,joint
19,shd,476,3422977,287.6786490076886,event_structure,49540,269.2769125198553,-18.40173648783332,27,2,joint
19,shd,565,4653617,343.2418158830292,event_structure,60300,323.80234036717627,-19.439475515852905,27,3,joint
19,shd,342,2529508,220.82159495844854,event_structure,36050,202.45926363690648,-18.362331321542058,27,4,joint
19,shd,400,3075822,253.17339824506388,event_structure,42448,236.72919583076225,-16.44420241430163,27,5,joint
19,shd,322,2407095,217.8363545073928,event_structure,34060,203.7554426823914,-14.080911825001408,27,6,joint
19,shd,462,3935332,282.285863172461,event_structure,48056,267.9291570335009,-14.356706138960078,27,7,joint
19,shd,411,3262375,242.90353748971538,event_structure,41612,231.52227875213623,-11.381258737579145,27,8,joint
19,shd,255,1923656,170.60141816477935,event_structure,27245,172.23218828983465,1.6307701250553066,27,9,joint
20,shd,384,3096790,240.88980280588217,event_structure,40704,223.50696516942583,-17.382837636456344,27,0,joint
20,shd,400,3075822,248.0150903478287,event_structure,41376,233.99956243207896,-14.015527915749743,27,1,joint
20,shd,476,3422977,290.652096088678,event_structure,50104,271.1021948483809,-19.54990124029706,27,2,joint
20,shd,465,3536620,281.1677196905801,event_structure,47540,264.4712289370324,-16.69649075354772,27,3,joint
20,shd,224,1835566,148.08564779141392,event_structure,23296,145.23680146684035,-2.8488463245735716,27,4,joint
20,shd,565,4653617,343.9468715981698,event_structure,59934,322.4301703084567,-21.516701289713126,27,5,joint
20,shd,303,2395541,191.4930295808978,event_structure,30498,183.78637715981165,-7.706652421086147,27,6,joint
20,shd,255,1923656,168.64918987867063,event_structure,27291,172.23620713180333,3.5870172531327,27,7,joint
20,shd,293,2335184,197.7465171765636,event_structure,29664,176.71097953392962,-21.035537642633983,27,8,joint
20,shd,355,2918940,238.58272714969408,event_structure,37692,224.93196943247415,-13.650757717219932,27,9,joint
21,shd,224,1835566,145.55005072831892,event_structure,23072,145.45964289658707,-0.09040783173185218,27,0,joint
21,shd,384,3096790,235.4014385124124,event_structure,39712,221.16881124475606,-14.23262726765634,27,1,joint
21,shd,476,3422977,290.60820148646474,event_structure,50120,271.1545957145062,-19.453605771958564,27,2,joint
21,shd,321,2612269,215.86257059043513,event_structure,33364,203.19147462106991,-12.671095969365211,27,3,joint
21,shd,255,1923656,172.48020984102894,event_structure,27831,172.35724975632877,-0.12296008470016773,27,4,joint
