absolute_error_seconds,dataset,model
0.491069271,shd,constant
0.23651546899999998,shd,constant
0.24361575099999988,shd,constant
0.76679596,shd,constant
0.689222048,shd,constant
0.580586459,shd,constant
0.6540244019999999,shd,constant
0.6796742060000001,shd,constant
1.036556418,shd,constant
0.23216294699999995,shd,constant
0.532983722,shd,constant
0.46394398599999986,shd,constant
0.5030523919999998,shd,constant
0.6612683129999999,shd,constant
0.579766392,shd,constant
0.6816107220000001,shd,constant
0.212738474,shd,constant
0.23660176099999997,shd,constant
0.39698979199999984,shd,constant
0.666393539,shd,constant
0.484269627,shd,constant
0.16830093000000024,shd,constant
0.22046923799999996,shd,constant
0.47171519800000006,shd,constant
0.6489731109999999,shd,constant
0.505392946,shd,constant
0.4690723159999999,shd,constant
0.8398378440000001,shd,constant
0.7742119699999999,shd,constant
0.839304673,shd,constant
0.9375484779999999,shd,constant
0.2743526949999999,shd,constant
0.659182282,shd,constant
0.28654876399999996,shd,constant
1.0690817849999998,shd,constant
0.48735701099999984,shd,constant
0.26571823800000005,shd,constant
0.5813640199999999,shd,constant
0.6879786719999998,shd,constant
0.6898971539999998,shd,constant
0.706925848,shd,constant
0.531941642,shd,constant
0.13402272299999995,shd,constant
0.6663468019999998,shd,constant
0.538921218,shd,constant
0.25546105099999994,shd,constant
0.6762639479999999,shd,constant
0.42870876999999985,shd,constant
0.8081059399999999,shd,constant
0.6045427329999999,shd,constant
0.954279409,shd,constant
0.4231960349999999,shd,constant
0.701242535,shd,constant
0.22919337399999984,shd,constant
0.2648807369999999,shd,constant
0.6879796119999999,shd,constant
0.814472576,shd,constant
0.557522801,shd,constant
0.47721903499999985,shd,constant
0.6790520419999999,shd,constant
0.297656296,shd,constant
0.1535467570000002,shd,constant
0.919696115,shd,constant
0.21702671299999987,shd,constant
0.560830629,shd,constant
0.699549454,shd,constant
0.660562009,shd,constant
0.5942487969999999,shd,constant
0.44814476700000005,shd,constant
0.7070602749999999,shd,constant
1.0788783249999998,shd,constant
0.280091976,shd,constant
0.57374919,shd,constant
0.4709966619999999,shd,constant
0.24304374699999998,shd,constant
0.403413657,shd,constant
0.671131248,shd,constant
0.8229246509999999,shd,constant
0.529047155,shd,constant
0.6513985549999999,shd,constant
0.912758245,shd,constant
0.6704300489999999,shd,constant
0.5394208979999999,shd,constant
0.1543389289999999,shd,constant
0.8144001459999999,shd,constant
0.710935348,shd,constant
0.6715997499999999,shd,constant
0.6077953739999999,shd,constant
0.416110513,shd,constant
0.8185884969999999,shd,constant
0.502777142,shd,constant
0.6511001939999999,shd,constant
0.2155272669999999,shd,constant
0.712493872,shd,constant
